Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-10-18,195.99,199.47,193.26,199.1,4921260
2016-10-19,199.74,206.66,198.06,203.56,5640708
2016-10-20,202.12,203,197.05,199.1,4329868
2016-10-21,198.6,201.57,197.41,200.09,2205166
2016-10-24,201,203.945,200.25,202.76,2663942
2016-10-25,202.9,204.69,201.2,202.34,2181229
2016-10-26,201,203.19,200.1,202.24,3201936
2016-10-27,211.34,213.7,201.65,204.01,12785602
2016-10-28,204,205.32,199.83,199.97,4202047
2016-10-31,202.49,202.49,195.81,197.73,4692273
2016-11-01,198.04,198.5,188.105,190.79,7060036
2016-11-02,190.05,192.695,187.505,188.02,4253382
2016-11-03,189,191.47,187.04,187.42,2653023
2016-11-04,189,193.46,185.96,190.56,5146043
2016-11-07,193.59,194.29,190.05,193.21,3781927
2016-11-08,193.79,197.49,191.26,194.94,3170981
2016-11-09,186.875,192,183.95,190.06,8131514
2016-11-10,191.05,191.61,180.42,185.35,6662170
2016-11-11,184.24,188.88,183,188.56,3902576
2016-11-14,188,188.25,178.19,181.45,6552205
2016-11-15,182.78,186.43,182.05,183.77,3902018
2016-11-16,182.65,184.73,181.21,183.93,3405210
2016-11-17,183.49,189.49,182.11,188.66,4521052
2016-11-18,190.65,193,185,185.02,5180275
2016-11-21,185.04,188.89,184.41,184.7,4329418
2016-11-22,185.84,191.47,183.71,191.17,5567401
2016-11-23,190.61,195.644,189,193.14,4681343
2016-11-25,193.64,197.237,193.64,196.65,2322216
2016-11-28,195.48,199.35,194.55,196.12,4399315
2016-11-29,195.56,196.73,189.5,189.57,4327215
2016-11-30,191,191.89,187.5,189.4,3433565
2016-12-01,188.25,188.53,181,181.88,4984959
2016-12-02,182.88,184.88,180,181.47,3961543
2016-12-05,182.51,188.89,182.51,186.8,3928750
2016-12-06,185.52,186.58,182.683,185.85,3350536
2016-12-07,186.15,193.4,185,193.14,5312421
2016-12-08,192.05,192.5,189.54,192.29,3108464
2016-12-09,190.87,193.836,190.81,192.18,2692753
2016-12-12,192.8,194.42,191.04,192.43,2404013
2016-12-13,193.18,201.28,193,198.15,6647682
2016-12-14,198.74,203,196.76,198.69,4126524
2016-12-15,198.41,200.74,197.39,197.58,3156620
2016-12-16,198.08,202.59,197.6,202.49,3645735
2016-12-19,202.49,204.45,199.84,202.73,3403226
2016-12-20,203.05,209,202.5,208.79,4621849
2016-12-21,208.45,212.23,207.41,207.7,5089610
2016-12-22,208.22,209.99,206.5,208.45,3030425
2016-12-23,208,213.45,207.71,213.34,4282248
2016-12-27,214.88,222.25,214.42,219.53,5688417
2016-12-28,221.53,223.8,217.2,219.74,3685700
2016-12-29,218.56,219.2,214.123,214.65,3947186
2016-12-30,216.3,217.5,211.68,213.69,4642620
2017-01-03,214.86,220.33,210.96,216.99,5529103
2017-01-04,214.75,228,214.31,226.99,11125409
2017-01-05,226.42,227.48,221.95,226.75,5855477
2017-01-06,226.93,230.31,225.45,229.01,5464390
2017-01-09,228.97,231.92,228,231.28,3912905
2017-01-10,232,232,226.89,229.87,3596489
2017-01-11,229.07,229.98,226.68,229.73,3419709
2017-01-12,229.06,230.7,225.58,229.59,3715994
2017-01-13,230,237.85,229.59,237.75,5999036
2017-01-17,236.7,239.96,234.37,235.58,4599431
2017-01-18,236.65,239.71,235.58,238.36,3717367
2017-01-19,247.25,248.68,240.75,243.76,7588308
2017-01-20,245.46,246,243.01,244.73,3779300
2017-01-23,245.85,250.89,245.5,248.92,5933842
2017-01-24,250,254.8,249.65,254.61,4780599
2017-01-25,257.31,258.46,251.8,254.47,5115499
2017-01-26,254.29,255.74,250.75,252.51,3069385
2017-01-27,251.38,253,248.52,252.96,3041815
2017-01-30,252.53,255.29,247.1,250.62,3662381
2017-01-31,249.24,255.89,247.7,251.93,4052857
2017-02-01,253.05,253.2,249.05,249.24,3922415
2017-02-02,248.34,252.42,247.71,251.54,2417989
2017-02-03,251.91,252.179,249.68,251.33,2186723
2017-02-06,251,257.82,250.63,257.77,3521545
2017-02-07,258.19,260,256.42,257.48,4059343
2017-02-08,257.35,263.36,256.2,262.08,3880660
2017-02-09,266.25,271.18,266.15,269.2,7691836
2017-02-10,269.79,270.95,266.11,269.23,3591127
2017-02-13,270.74,280.79,270.51,280.6,6892941
2017-02-14,279.03,287.39,278.61,280.98,7192881
2017-02-15,280,282.24,276.44,279.76,4909892
2017-02-16,277.6,280,268.5,268.95,7022600
2017-02-17,265.8,272.89,264.15,272.23,6122976
2017-02-21,275.45,281.4,274.01,277.39,5606590
2017-02-22,280.31,283.45,272.6,273.51,7430914
2017-02-23,264,264.66,255.56,255.99,14825808
2017-02-24,252.66,258.25,250.2,257,8119605
2017-02-27,248.17,248.36,242.01,246.23,11213033
2017-02-28,244.19,251,243.9,249.99,5946842
2017-03-01,254.18,254.85,249.11,250.02,4779494
2017-03-02,249.71,253.28,248.27,250.48,3321711
2017-03-03,250.74,251.9,249,251.57,2907840
2017-03-06,247.91,251.7,247.51,251.21,3287229
2017-03-07,251.92,253.89,248.32,248.59,3341840
2017-03-08,247,250.07,245.32,246.83,3643671
2017-03-09,247.63,248.66,243,244.9,3852052
2017-03-10,246.21,246.5,243,243.69,3009717
2017-03-13,244.39,246.85,242.781,246.17,3022625
2017-03-14,246.11,258.12,246.02,258,7598446
2017-03-15,257,261,254.27,255.73,5330806
2017-03-16,262.4,265.75,259.06,262.05,7132153
2017-03-17,264,265.33,261.2,261.5,5912477
2017-03-20,260.6,264.55,258.821,261.92,3614294
2017-03-21,262.83,264.8,250.24,250.68,6908554
2017-03-22,251.56,255.07,250.51,255.01,4059297
2017-03-23,255.39,257.672,253.3,254.78,3320245
2017-03-24,255.7,263.89,255.01,263.16,5532414
2017-03-27,260.6,270.57,259.75,270.22,6089705
2017-03-28,277.02,280.68,275,277.45,7781113
2017-03-29,278.34,279.6,275.54,277.38,3562790
2017-03-30,278.04,282,277.21,277.92,4066603
2017-03-31,278.73,279.68,276.32,278.3,3224621
2017-04-03,286.9,299,284.58,298.52,13888618
2017-04-04,296.89,304.81,294.53,303.68,9975249
2017-04-05,302.04,304.88,294.2,295,7781867
2017-04-06,296.88,301.94,294.1,298.7,5450176
2017-04-07,297.5,302.69,297.15,302.54,4579613
2017-04-10,309.15,313.73,308.71,312.39,7582587
2017-04-11,313.38,313.47,305.5,308.71,5724577
2017-04-12,306.34,308.448,296.32,296.84,5925683
2017-04-13,296.7,307.39,295.3,304,9175128
2017-04-17,302.7,304,298.68,301.44,4053657
2017-04-18,299.7,300.84,297.9,300.25,2868087
2017-04-19,302.46,306.62,302.11,305.52,3741336
2017-04-20,306.51,309.15,300.23,302.51,5898135
2017-04-21,302,306.4,300.42,305.6,4420451
2017-04-24,309.22,310.55,306.022,308.03,5078530
2017-04-25,308,313.98,305.86,313.79,6734967
2017-04-26,312.37,314.5,309,310.17,4689098
2017-04-27,311.69,313.09,307.5,308.63,3463268
2017-04-28,309.83,314.8,308,314.07,4505478
2017-05-01,314.88,327.25,314.81,322.83,8821106
2017-05-02,324,327.66,316.56,318.89,5317939
2017-05-03,317.67,321.53,310.45,311.02,6906462
2017-05-04,307.435,307.77,290.76,295.46,14138529
2017-05-05,298,308.55,296.8,308.35,8177347
2017-05-08,310.9,313.79,305.82,307.19,7003468
2017-05-09,309.38,321.99,309.1,321.26,9664729
2017-05-10,321.56,325.5,318.12,325.22,5735245
2017-05-11,323.4,326,319.6,323.1,4747713
2017-05-12,325.48,327,321.53,324.81,4117295
2017-05-15,318.38,320.2,312.53,315.88,7607513
2017-05-16,317.59,320.06,315.14,317.01,4141969
2017-05-17,314.39,314.63,305.5,306,6696073
2017-05-18,307,313.94,305.31,313.06,5653801
2017-05-19,315.5,316.5,310.2,310.83,4652665
2017-05-22,312.8,314.37,306.8,310.35,4324962
2017-05-23,310.46,310.73,303.48,303.86,4315220
2017-05-24,306.51,311,305.4,310.22,5036986
2017-05-25,311.02,316.97,307.81,316.83,5004038
2017-05-26,317.28,325.49,316.31,325.14,7791970
2017-05-30,326,336.28,325.76,335.1,7772629
2017-05-31,337.69,342.89,335.16,341.01,9937889
2017-06-01,344,344.88,337.29,340.37,7602583
2017-06-02,339.77,342.88,335.93,339.85,5583664
2017-06-05,338.5,348.44,334.21,347.32,6770516
2017-06-06,344.7,359.493,339.97,352.8,11059386
2017-06-07,356.34,360.5,355.14,359.65,9352188
2017-06-08,363.75,371.9,360.22,370,9030052
2017-06-09,374.42,376.87,354.8,357.32,17251584
2017-06-12,357.99,364.5,350.62,359.01,10508261
2017-06-13,367.62,376,366.61,375.95,11778111
2017-06-14,381.085,384.25,376.31,380.66,12783558
2017-06-15,372.5,375.46,366.49,375.34,10416088
2017-06-16,377.975,378.01,370.1,371.4,6350378
2017-06-19,375,376.7,367.8,369.8,6472928
2017-06-20,376.67,378.88,369.73,372.24,7421638
2017-06-21,374.35,376.99,368.02,376.4,4923210
2017-06-22,377.99,385,373.57,382.61,7514282
2017-06-23,382.45,386.99,379.345,383.45,6426666
2017-06-26,386.69,386.95,373.1,377.49,6597603
2017-06-27,376.4,376.4,362.02,362.37,6979954
2017-06-28,366.68,371.74,362.52,371.24,6293162
2017-06-29,370.61,371,354.1,360.75,8204552
2017-06-30,363.71,366.767,359.619,361.61,5826818
2017-07-03,370.24,371.35,351.5,352.5,6305401
2017-07-05,347.2,347.24,326.33,327.09,17005963
2017-07-06,317.26,320.79,306.3,308.83,19275954
2017-07-07,313.5,317,307.38,313.22,14134892
2017-07-10,312.9,317.94,303.13,316.05,13780268
2017-07-11,316,327.28,314.3,327.22,11528093
2017-07-12,330.4,333.1,324.5,329.52,10323843
2017-07-13,330.11,331.6,319.97,323.41,8583086
2017-07-14,323.19,328.42,321.22,327.78,5608043
2017-07-17,325.54,327.1,313.45,319.57,9830078
2017-07-18,317.5,329.13,315.66,328.24,6365551
2017-07-19,328.23,331.65,323.219,325.26,6348887
2017-07-20,326.9,330.22,324.2,329.92,5145881
2017-07-21,329.46,331.258,325.8,328.4,4871775
2017-07-24,330.24,343.399,330.01,342.52,8599011
2017-07-25,345,345.6,334.15,339.6,6980113
2017-07-26,340.36,345.5,338.12,343.85,4810519
2017-07-27,346,347.5,326.29,334.46,8286495
2017-07-28,336.89,339.6,332.51,335.07,4873053
2017-07-31,335.5,341.49,321.04,323.47,8526933
2017-08-01,323,324.45,316.13,319.57,8287814
2017-08-02,318.94,327.12,311.22,325.89,12091303
2017-08-03,345.33,350,343.15,347.077,13526360
2017-08-04,347,357.27,343.3,356.91,9238520
2017-08-07,357.35,359.48,352.75,355.17,6309779
2017-08-08,357.53,368.58,357.4,365.22,7432673
2017-08-09,361,370,358.95,363.53,6882093
2017-08-10,361.6,366.65,354.66,355.4,7069015
2017-08-11,356.97,361.26,353.62,357.87,4358686
2017-08-14,364.63,367.66,362.6,363.8,4508389
2017-08-15,365.2,365.49,359.37,362.33,3077200
2017-08-16,363,366.5,362.52,362.91,3406736
2017-08-17,361.21,363.3,351.59,351.92,5011609
2017-08-18,352.91,354,345.8,347.46,5397864
2017-08-21,345.82,345.82,331.85,337.86,6490288
2017-08-22,341.13,342.24,337.373,341.35,4315392
2017-08-23,338.99,353.49,338.304,352.77,4942609
2017-08-24,352.52,356.66,349.74,352.93,4576004
2017-08-25,354.24,355.69,347.3,348.05,3475491
2017-08-28,347.28,347.35,339.72,345.66,3749288
2017-08-29,339.48,349.05,338.75,347.36,4069377
2017-08-30,349.67,353.47,347,353.18,3404219
2017-08-31,353.55,358.44,352.82,355.9,4065690
2017-09-01,356.12,357.59,353.69,355.4,3048895
2017-09-05,353.8,355.49,345.89,349.59,3843028
2017-09-06,349.5,350.979,341.56,344.53,4082901
2017-09-07,345.98,352.48,343.45,350.61,4235606
2017-09-08,348.99,349.78,342.3,343.4,3261389
2017-09-11,351.35,363.71,350,363.69,7651647
2017-09-12,364.49,368.76,360.4,362.75,5966716
2017-09-13,363.82,368.07,359.59,366.23,4172033
2017-09-14,364.33,377.96,362.63,377.64,7171437
2017-09-15,374.51,380,372.7,379.81,5409018
2017-09-18,380.25,389.61,377.68,385,7179287
2017-09-19,380,382.39,373.57,375.1,6440275
2017-09-20,373,378.249,371.07,373.91,4910883
2017-09-21,374.9,376.83,364.51,366.48,4612621
2017-09-22,366.49,369.9,350.88,351.09,8144339
2017-09-25,353.15,357.469,342.88,344.99,7587395
2017-09-26,350.93,351.24,340.9,345.25,7150632
2017-09-27,349.9,351.489,340.5,340.97,6029596
2017-09-28,339.88,342.75,335.4,339.6,5311877
2017-09-29,341.86,344.68,338.601,341.02,5099112
2017-10-02,342.52,343.7,335.51,341.53,5243618
2017-10-03,335.9,348.55,331.28,348.14,10126541
2017-10-04,351.25,358.62,349.6,355.01,8148594
2017-10-05,356,357.435,351.35,355.14,4168161
2017-10-06,353.1,360.099,352.25,356.834,4277878
2017-10-09,349.65,351.75,342.67,342.94,7464351
2017-10-10,346.8,355.63,345.531,355.59,6972552
2017-10-11,353.89,357.6,351.15,354.6,4495328
2017-10-12,352.95,359.78,352.64,355.68,4075519
2017-10-13,356.98,358.49,353.68,355.57,3538958
2017-10-16,353.76,354.48,347.16,350.6,5373410
2017-10-17,350.91,356.22,350.07,355.75,3290317
2017-10-18,355.97,363,354.13,359.65,4936166
2017-10-19,355.56,357.147,348.2,351.81,5056722
2017-10-20,352.69,354.55,344.34,345.1,4926667
2017-10-23,349.88,349.95,336.25,337.02,5740366
2017-10-24,338.8,342.8,336.16,337.34,4488426
2017-10-25,336.7,337.5,323.56,325.84,8584204
2017-10-26,327.78,330.23,323.2,326.17,5012087
2017-10-27,319.75,324.59,316.66,320.87,6970118
2017-10-30,319.18,323.78,317.25,320.08,4254378
2017-10-31,320.23,331.95,320.18,331.53,5672347
2017-11-01,332.25,332.609,320.26,321.08,8457336
2017-11-02,300.13,308.69,292.63,299.26,19791416
2017-11-03,299.5,306.25,295.13,306.09,8893974
2017-11-06,307,307.5,299.01,302.78,6482486
2017-11-07,301.02,306.5,300.03,306.05,5286320
2017-11-08,305.5,306.89,301.3,304.31,4725510
2017-11-09,302.5,304.46,296.3,302.99,5440335
2017-11-10,302.5,308.36,301.85,302.99,4621912
2017-11-13,300.13,316.8,299.11,315.4,7574542
2017-11-14,315,316.35,306.9,308.7,5665443
2017-11-15,306.01,312.49,301.5,311.3,5952184
2017-11-16,313.99,318.14,311.3,312.5,5798345
2017-11-17,325.67,326.67,313.15,315.05,13721789
2017-11-20,313.79,315.5,304.75,308.74,8242039
2017-11-21,310.86,318.23,308.71,317.81,7257275
2017-11-22,316.77,317.42,311.84,312.6,4913901
2017-11-24,313.79,316.41,311,315.55,3244065
2017-11-27,313.25,317.34,309.51,316.81,4538846
2017-11-28,316.36,320,313.92,317.61,4941769
2017-11-29,317.3,318,301.23,307.54,8757929
2017-11-30,308.56,310.7,304.54,308.95,4346670
2017-12-01,305.44,310.32,305.05,306.53,4286223
2017-12-04,306.5,308.265,300.61,305.2,5834325
2017-12-05,302,308,301,303.7,4643831
2017-12-06,300.1,313.39,300,313.27,7185928
2017-12-07,312,318.634,311.05,311.26,4779610
2017-12-08,314.6,316.98,311.26,315.13,3466248
2017-12-11,314.63,329.01,313.75,328.9,7927990
2017-12-12,330.45,341.44,330.03,341.03,8716115
2017-12-13,340.93,344.22,336.5,339.03,6217894
2017-12-14,341.01,347.44,336.9,337.89,5792456
2017-12-15,342.04,343.9,335.76,343.43,6924404
2017-12-18,344.9,346.73,337.58,338.81,5467312
2017-12-19,340.26,341.493,330.3,330.99,6821279
2017-12-20,332.69,333.1,325.04,328.98,5950570
2017-12-21,329.59,333.74,327.21,331.66,4371165
2017-12-22,329.51,330.921,324.82,325.2,4207810
2017-12-26,323.83,323.84,316.58,317.29,4369962
2017-12-27,316,317.5,310.75,311.64,4705206
2017-12-28,311.75,315.82,309.54,315.36,4307205
2017-12-29,316.18,316.41,310,311.35,3771138
2018-01-02,312,322.11,311,320.53,4345885
2018-01-03,321,325.25,315.55,317.25,4459553
2018-01-04,312.87,318.55,305.68,314.62,9946284
2018-01-05,316.62,317.24,312,316.58,4589244
2018-01-08,316,337.02,315.5,336.41,9837032
2018-01-09,335.16,338.8,327.405,333.69,7134637
2018-01-10,332.2,337,330,334.8,4304647
2018-01-11,335.24,344.81,333.26,337.95,6641631
2018-01-12,338.63,340.41,333.67,336.22,4822781
2018-01-16,337.54,345,334.8,340.06,6430106
2018-01-17,340.47,349,339.75,347.16,7095099
2018-01-18,345.67,352.3,343.74,344.57,5680005
2018-01-19,345,350.59,342.6,350.02,4871475
2018-01-22,349.4,357.83,349.2,351.56,6204101
2018-01-23,360,360.5,351,352.79,5452533
2018-01-24,354.58,354.75,343.52,345.89,5277966
2018-01-25,348.27,349.2,336.4,337.64,6727392
2018-01-26,341.5,344,335.71,342.85,4535470
2018-01-29,339.85,350.85,338.28,349.53,4740277
2018-01-30,345.14,348.27,342.17,345.82,4710880
2018-01-31,347.51,356.19,345.19,354.31,6199503
2018-02-01,351,359.66,348.63,349.25,4190832
2018-02-02,348.44,351.95,340.51,343.75,3696510
2018-02-05,337.97,344.47,333,333.13,4442285
2018-02-06,325.21,336.22,323.5,333.97,5088438
2018-02-07,338.99,346,335.66,345,6780883
2018-02-08,343.31,348.62,314.6,315.23,10298181
2018-02-09,319.93,320.985,294.76,310.42,12924936
2018-02-12,316.13,318.08,306.25,315.73,6225218
2018-02-13,315.02,324.19,312.511,323.66,4555060
2018-02-14,320.84,326.17,318.52,322.31,3948395
2018-02-15,324.5,334.12,322.4,334.065,5910807
2018-02-16,332.5,343.12,331.64,335.49,5640492
2018-02-20,334.47,340.84,331.5,334.76,4007090
2018-02-21,336.03,339.693,333.18,333.3,3207469
2018-02-22,335.53,347.44,334.75,346.32,6962268
2018-02-23,347.83,354.99,347.1,352.05,5814438
2018-02-26,353.5,359,352.355,357.35,4334996
2018-02-27,356.25,359.99,350.01,350.99,4797419
2018-02-28,352.57,355.24,342.22,343.06,6069658
2018-03-01,345.01,348.67,330.07,330.93,6885601
2018-03-02,326.98,335.22,322.97,335.12,5092829
2018-03-05,332.39,337.75,329.293,333.35,3823769
2018-03-06,333.75,336.37,327.03,328.2,4285744
2018-03-07,325.44,332.5,321.74,332.3,5007297
2018-03-08,332.86,333.3,326.274,329.1,3566244
2018-03-09,324.1,328.49,322.37,327.17,5506764
2018-03-12,328.61,347.21,326.5,345.51,8264035
2018-03-13,344.92,345.12,336.264,341.84,5965805
2018-03-14,336.76,339.81,323.93,326.63,7967370
2018-03-15,329.38,332.85,321.1,325.6,6564801
2018-03-16,325.96,327.4,319.07,321.35,6117279
2018-03-19,316.5,320.75,309.67,313.56,7484294
2018-03-20,314.87,316.25,308.76,310.55,4764293
2018-03-21,310.25,322.44,310.19,316.53,5958411
2018-03-22,313.89,318.82,308.18,309.1,4939771
2018-03-23,311.25,311.61,300.45,301.54,6654899
2018-03-26,307.34,307.59,291.36,304.18,8375175
2018-03-27,304,304.27,277.18,279.18,13872029
2018-03-28,264.58,268.68,252.1,257.78,21001437
2018-03-29,256.49,270.96,248.21,266.13,15170749
2018-04-02,256.26,260.332,244.59,252.48,16113968
2018-04-03,269.82,273.35,254.49,267.53,18844384
2018-04-04,252.78,288.37,252,286.94,19896746
2018-04-05,289.34,306.26,288.2,305.72,19121101
2018-04-06,301,309.28,295.5,299.3,13520286
2018-04-09,300.37,309.5,289.21,289.66,10242491
2018-04-10,298.97,307.1,293.68,304.7,11024259
2018-04-11,300.93,308.8,299.66,300.93,7471398
2018-04-12,302.32,303.95,293.68,294.08,7608769
2018-04-13,303.6,303.95,295.98,300.34,7327223
2018-04-16,299,299.66,289.01,291.21,6338488
2018-04-17,288.87,292.17,282.51,287.69,7000023
2018-04-18,291.08,300.24,288.16,293.35,6557700
2018-04-19,291.08,301.01,288.55,300.08,6090599
2018-04-20,295.17,299.98,289.75,290.24,5627928
2018-04-23,291.29,291.62,282.33,283.37,4893378
2018-04-24,285,287.09,278.46,283.46,5685308
2018-04-25,283.5,285.16,277.25,280.69,4013574
2018-04-26,278.75,285.79,276.5,285.48,4356013
2018-04-27,285.37,294.47,283.83,294.075,4364626
2018-04-30,293.61,298.73,292.5,293.9,4228172
2018-05-01,293.51,300.82,293.22,299.92,4625603
2018-05-02,298.57,306.85,297.784,301.15,8970370
2018-05-03,278.79,288.04,275.23,284.45,17352130
2018-05-04,283,296.86,279.52,294.09,8569354
2018-05-07,297.5,305.959,295.17,302.77,8678224
2018-05-08,300.795,307.75,299,301.97,5930000
2018-05-09,300.41,307.01,300.05,306.85,5727365
2018-05-10,307.5,312.99,304.112,305.02,5651561
2018-05-11,307.7,308.88,299.08,301.06,4679649
2018-05-14,303.32,304.94,291.62,291.97,7286804
2018-05-15,285.01,286.96,280.5,284.18,9519173
2018-05-16,283.83,288.81,281.56,286.48,5674019
2018-05-17,285.9,289.187,283.97,284.54,4420612
2018-05-18,284.65,284.65,274,276.82,7251887
2018-05-21,281.33,291.49,281.3,284.49,9182571
2018-05-22,287.762,288,273.422,275.01,8945756
2018-05-23,277.76,279.91,274,279.07,5985053
2018-05-24,278.4,281.11,274.89,277.85,4176708
2018-05-25,277.625,279.64,275.61,278.85,3875082
2018-05-29,278.51,286.5,276.15,283.76,5666640
2018-05-30,283.29,295.005,281.6,291.72,7489686
2018-05-31,287.21,290.37,282.93,284.73,5919721
2018-06-01,285.86,291.95,283.839,291.82,5424386
2018-06-04,294.34,299,293.548,296.74,4797810
2018-06-05,297.7,297.8,286.74,291.13,5995157
2018-06-06,300.5,322.17,297.48,319.5,18767269
2018-06-07,316.15,330,313.58,316.09,14345271
2018-06-08,319,324.48,317.15,317.66,8205202
2018-06-11,322.51,334.66,322.5,332.1,13183473
2018-06-12,344.7,354.97,338,342.77,22347403
2018-06-13,346.706,347.2,339.8,344.78,9469804
2018-06-14,347.63,358.75,346.6,357.72,10981023
2018-06-15,353.84,364.67,351.25,358.17,10848254
2018-06-18,355.4,373.73,354.5,370.83,12073226
2018-06-19,365.16,370,346.25,352.55,12761903
2018-06-20,358.04,364.38,352,362.22,8383656
2018-06-21,362,366.214,346.27,347.51,7967145
2018-06-22,351.54,352.25,332,333.63,10266059
2018-06-25,330.12,338.47,327.5,333.01,6931304
2018-06-26,336.054,343.55,325.799,342,7452487
2018-06-27,345,350.79,339.5,344.5,8333727
2018-06-28,348.66,357.02,346.11,349.93,8398005
2018-06-29,353.33,353.86,342.41,342.95,6492396
2018-07-02,360.07,364.78,329.85,335.07,18759765
2018-07-03,331.75,332.49,309.69,310.86,12282638
2018-07-05,313.76,314.39,296.22,309.16,17476374
2018-07-06,304.955,312.07,302,308.9,8865451
2018-07-09,311.99,318.52,308,318.51,7596753
2018-07-10,324.56,327.677,319.2,322.47,9471498
2018-07-11,315.8,321.94,315.07,318.96,4884076
2018-07-12,321.43,323.23,312.77,316.71,5721166
2018-07-13,315.58,319.585,309.25,318.87,5875770
2018-07-16,311.71,315.16,306.25,310.1,7818655
2018-07-17,308.81,324.74,308.5,322.69,6996232
2018-07-18,325,325.5,316.25,323.85,5624211
2018-07-19,316.33,323.54,314.01,320.23,5915345
2018-07-20,321.23,323.24,311.709,313.58,5166547
2018-07-23,301.84,305.5,292.86,303.2,10992947
2018-07-24,304.421,307.717,292.545,297.43,9590784
2018-07-25,296.74,309.62,294.503,308.74,7094180
2018-07-26,304.85,310.7,303.641,306.65,4630522
2018-07-27,307.25,307.693,295.34,297.18,5703326
2018-07-30,295.9,296.1,286.13,290.17,6814072
2018-07-31,292.25,298.32,289.07,298.14,5076916
2018-08-01,297.99,303,293,300.84,10129430
2018-08-02,328.44,349.99,323.16,349.54,23214962
2018-08-03,347.81,355,342.53,348.17,13656486
2018-08-06,345.46,354.98,341.82,341.99,8564331
2018-08-07,343.84,387.46,339.15,379.57,30875768
2018-08-08,369.09,382.64,367.12,370.34,24571163
2018-08-09,365.55,367.01,345.73,352.45,17183811
2018-08-10,354,360,346,355.49,11552044
2018-08-13,361.13,363.19,349.02,356.41,10463881
2018-08-14,358.45,359.2,347.1,347.64,6986427
2018-08-15,341.906,344.49,332.14,338.69,9101258
2018-08-16,339.91,342.28,333.82,335.45,6064033
2018-08-17,323.5,326.77,303.53,305.5,18958612
2018-08-20,291.704,308.5,288.2,308.44,17402335
2018-08-21,310.61,324.79,309,321.9,13172230
2018-08-22,320.87,323.88,314.67,321.64,5945955
2018-08-23,319.14,327.32,318.1,320.1,5147286
2018-08-24,320.7,323.85,319.4,322.82,3602564
2018-08-27,318,322.435,308.81,319.27,13079288
2018-08-28,318.41,318.88,311.19,311.86,7649091
2018-08-29,310.27,311.85,303.69,305.01,7447392
2018-08-30,302.26,304.6,297.72,303.15,7216706
2018-08-31,302,305.308,298.6,301.66,5375104
2018-09-04,296.94,298.19,288,288.95,8350469
2018-09-05,285.05,286.78,277.18,280.74,7720821
2018-09-06,284.8,291.17,278.88,280.95,7480760
2018-09-07,260.1,268.35,252.255,263.24,22491931
2018-09-10,273.26,286.03,271,285.5,14283528
2018-09-11,279.47,282,273.55,279.44,9169989
2018-09-12,281.44,292.5,278.646,290.54,10015427
2018-09-13,288.02,295,285.18,289.46,6340336
2018-09-14,288.76,297.326,286.52,295.2,6765612
2018-09-17,290.04,300.87,288.13,294.84,6887577
2018-09-18,296.69,302.64,275.5,284.96,16547522
2018-09-19,280.51,300,280.5,299.02,8294917
2018-09-20,303.56,305.98,293.33,298.33,7349422
2018-09-21,297.7,300.58,295.37,299.1,5050478
2018-09-24,298.48,302.999,293.58,299.68,4842961
2018-09-25,300,304.6,296.5,300.99,4481729
2018-09-26,301.91,313.89,301.109,309.58,7843216
2018-09-27,312.9,314.96,306.91,307.52,8509084
2018-09-28,270.26,278,260.555,264.77,33649694
2018-10-01,305.77,311.44,301.05,310.7,21777597
2018-10-02,313.95,316.84,299.15,301.02,11743511
2018-10-03,303.33,304.6,291.57,294.8,7994988
2018-10-04,293.95,294,277.67,281.83,9814212
2018-10-05,274.65,274.88,260,261.95,17944537
2018-10-08,264.52,267.76,249,250.56,13472653
2018-10-09,255.25,266.77,253.3,262.8,12060574
2018-10-10,264.61,265.51,247.77,256.88,12815278
2018-10-11,257.53,262.25,249.03,252.23,8167738
2018-10-12,261,261.99,252.01,258.78,7201404
2018-10-15,259.06,263.28,254.537,259.59,6199965
2018-10-16,265.7,277.375,262.24,276.59,9526401
2018-10-17,282.4,282.7,265.803,271.78,8655542
2018-10-18,269.29,271,263,263.91,5421184
2018-10-19,267.39,269.66,253.5,260,9375549
2018-10-22,260.68,261.86,252.59,260.95,5600260
2018-10-23,263.87,297.93,262.1,294.14,19027753
2018-10-24,301.05,304.44,285.73,288.5,20058258
2018-10-25,317.22,321,301.01,314.86,20840724
2018-10-26,308.25,339.9,306.65,330.9,27425520
2018-10-29,337.47,347.16,326.5,334.85,14486027
2018-10-30,328.39,337.9,322.26,329.9,9126704
2018-10-31,332.54,342,329.1,337.32,7624348
2018-11-01,338.26,347.84,334.725,344.28,8000132
2018-11-02,343.74,349.2,340.91,346.41,7807971
2018-11-05,340.5,343.955,330.14,341.4,7831048
2018-11-06,339.07,348.8,336.09,341.06,6762889
2018-11-07,343.34,351.18,340.8,348.16,7374522
2018-11-08,348.5,357.576,348.44,351.4,7090674
2018-11-09,349,354,345.23,350.51,5098846
2018-11-12,348.37,349.78,330.34,331.28,6941523
2018-11-13,333.16,344.7,332.2,338.73,5448597
2018-11-14,342.7,347.11,337.15,344,5040287
2018-11-15,342.33,348.58,339.04,348.44,4625719
2018-11-16,345.19,355.7,345.12,354.31,7206191
2018-11-19,356.34,366.75,352.88,353.47,9708871
2018-11-20,341.75,349.8,333.55,347.49,8004709
2018-11-21,352,353.1,337.4,338.19,4686808
